Bevölkerung nach Geschlecht seit 1869 - Bezirke Wien | Population by sex since 1869 - districts of Vienna;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;POP_TOTAL;POP_MAL;POP_FEM
AT13;92100;92100;2018;20180101;162779;78804;83975
AT13;92200;92200;2018;20180101;187007;89789;97218
AT13;92300;92300;2018;20180101;103869;49468;54401
AT13;90100;90100;2019;20190101;16306;7849;8457
AT13;90200;90200;2019;20190101;104946;51702;53244
AT13;90300;90300;2019;20190101;91745;44500;47245
AT13;90400;90400;2019;20190101;33263;16109;17154
AT13;90500;90500;2019;20190101;55407;27473;27934
AT13;90600;90600;2019;20190101;31864;15579;16285
AT13;90700;90700;2019;20190101;32288;15558;16730
AT13;90800;90800;2019;20190101;25466;12682;12784
AT13;90900;90900;2019;20190101;41958;20153;21805
AT13;91000;91000;2019;20190101;204142;101964;102178
AT13;91100;91100;2019;20190101;103008;50663;52345
AT13;91200;91200;2019;20190101;97634;47955;49679
AT13;91300;91300;2019;20190101;53778;25176;28602
AT13;91400;91400;2019;20190101;92990;45262;47728
AT13;91500;91500;2019;20190101;77621;39163;38458
AT13;91600;91600;2019;20190101;103785;51580;52205
AT13;91700;91700;2019;20190101;57292;28177;29115
AT13;91800;91800;2019;20190101;51587;24035;27552
AT13;91900;91900;2019;20190101;72947;34001;38946
AT13;92000;92000;2019;20190101;86502;42876;43626
AT13;92100;92100;2019;20190101;165673;80259;85414
AT13;92200;92200;2019;20190101;191008;91740;99268
AT13;92300;92300;2019;20190101;106281;50547;55734
AT13;90100;90100;2020;20200101;16047;7779;8268
AT13;90200;90200;2020;20200101;105848;52251;53597
AT13;90300;90300;2020;20200101;91680;44434;47246
AT13;90400;90400;2020;20200101;33212;16074;17138
AT13;90500;90500;2020;20200101;55123;27196;27927
AT13;90600;90600;2020;20200101;31651;15467;16184
AT13;90700;90700;2020;20200101;31961;15453;16508
AT13;90800;90800;2020;20200101;25021;12474;12547
AT13;90900;90900;2020;20200101;41884;20025;21859
AT13;91000;91000;2020;20200101;207193;103558;103635
AT13;91100;91100;2020;20200101;104434;51348;53086
AT13;91200;91200;2020;20200101;97078;47836;49242
AT13;91300;91300;2020;20200101;54040;25241;28799
AT13;91400;91400;2020;20200101;93634;45467;48167
AT13;91500;91500;2020;20200101;76813;38882;37931
AT13;91600;91600;2020;20200101;103117;51334;51783
AT13;91700;91700;2020;20200101;57027;27998;29029
AT13;91800;91800;2020;20200101;51497;24078;27419
AT13;91900;91900;2020;20200101;73901;34619;39282
AT13;92000;92000;2020;20200101;86368;42860;43508
AT13;92100;92100;2020;20200101;167968;81456;86512
AT13;92200;92200;2020;20200101;195230;93829;101401
AT13;92300;92300;2020;20200101;110464;52632;57832
AT13;90100;90100;2021;20210101;15867;7744;8123
AT13;90200;90200;2021;20210101;105237;51996;53241
AT13;90300;90300;2021;20210101;93248;45107;48141
AT13;90400;90400;2021;20210101;33075;15992;17083
AT13;90500;90500;2021;20210101;54373;26921;27452
AT13;90600;90600;2021;20210101;31336;15232;16104
AT13;90700;90700;2021;20210101;31683;15358;16325
AT13;90800;90800;2021;20210101;24365;12075;12290
AT13;90900;90900;2021;20210101;41812;19940;21872
AT13;91000;91000;2021;20210101;210573;105454;105119
AT13;91100;91100;2021;20210101;105022;51723;53299
AT13;91200;91200;2021;20210101;96998;47924;49074
AT13;91300;91300;2021;20210101;53903;25183;28720
AT13;91400;91400;2021;20210101;93366;45380;47986
AT13;91500;91500;2021;20210101;76137;38588;37549
AT13;91600;91600;2021;20210101;102480;51113;51367
AT13;91700;91700;2021;20210101;56488;27735;28753
AT13;91800;91800;2021;20210101;51327;23989;27338
AT13;91900;91900;2021;20210101;73861;34680;39181
AT13;92000;92000;2021;20210101;85264;42330;42934
AT13;92100;92100;2021;20210101;173916;84555;89361
AT13;92200;92200;2021;20210101;198806;95610;103196
AT13;92300;92300;2021;20210101;111812;53378;58434
